pid,zipcode,own_occ,av_total,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,Population,Pop_Density,Median_Income,City_State
41850,2124,N,417500,3150,1900,0,2224,2.5,R,CL,H,M,8,4,1,1,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
41870,2136,Y,211300,3654,1925,0,875,1,R,BW,H,W,5,2,1,0,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
41890,2130,Y,684600,6215,1910,2003,1732,2,R,CL,M,W,6,3,1,1,M,1,M,F,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
41910,2132,N,657600,6375,1885,2016,2385,2,R,CL,G,C,6,4,3,1,L,1,L,W,N,0,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
41930,2124,N,321100,4272,1900,1984,1672,2,R,CL,G,A,7,4,1,0,S,1,S,W,N,0,A,A,A,N,F,02124,47783,15913,48841,"Dorchester Center, MA"
41940,2136,Y,394700,5000,1910,0,1700,2,R,CL,G,W,9,3,1,1,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
41960,2131,Y,326200,2000,1920,0,765,1.5,R,CP,G,M,6,2,1,0,M,1,M,F,C,1,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
41970,2132,Y,425900,5465,1940,0,1420,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
41980,2130,Y,463500,3171,1910,2001,1759,2,R,CL,L,M,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
41990,2136,Y,402800,7125,1920,0,2327,2,R,CL,G,W,9,4,3,0,M,1,M,F,N,0,F,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42000,2130,Y,400000,4080,1945,0,1078,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
42020,2124,Y,278700,5194,1900,0,2692,2,R,CL,L,M,10,5,2,0,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42030,2132,Y,492900,6420,1935,0,1816,2,R,CL,L,W,7,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42050,2124,N,404500,3000,1928,0,1286,1.5,R,CP,G,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42060,2132,Y,765600,13830,1986,0,2344,2,R,CL,G,F,7,3,2,1,S,1,S,W,N,1,G,G,G,N,F,02132,36314,13251,75446,"Cambridge, MA"
42080,2124,Y,439700,4352,1900,0,3019,2.5,R,CL,G,W,8,4,1,0,S,1,S,F,N,0,F,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42090,2136,Y,307300,8452,1932,0,1168,1.5,R,CL,G,W,7,3,1,0,S,1,S,W,N,0,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
42130,2132,Y,383800,4835,1955,2016,1134,1,R,RN,H,M,6,2,1,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42160,2132,Y,384200,10566,1960,0,1726,1,R,RR,G,M,5,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42170,2124,Y,342800,2015,1900,2010,1380,2,R,CL,G,W,6,3,1,1,M,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42180,2132,Y,403300,6531,1953,0,1260,1,R,CP,G,M,6,3,1,1,N,1,S,F,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42190,2132,Y,509700,4637,1898,0,2020,2,R,CL,G,M,8,4,1,0,M,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42200,2131,Y,457300,6987,1925,0,1518,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42210,2136,N,317700,4000,1940,0,986,1,R,CP,G,M,5,3,1,1,S,1,S,F,N,0,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42220,2136,Y,376300,6458,1988,0,1470,2,R,CL,G,A,7,3,1,1,M,1,M,N,N,1,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42230,2132,N,848000,9075,1932,2012,2287,2,R,CL,H,B,6,4,3,1,S,1,M,F,N,2,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42250,2124,Y,403200,6092,1900,0,1600,2,R,CL,G,M,7,4,1,0,S,1,S,W,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42260,2131,Y,541800,9346,1880,0,1886,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42270,2132,Y,407300,8200,1934,2003,1304,1,R,BW,H,M,6,2,2,0,M,1,M,W,C,1,A,A,G,N,F,02132,36314,13251,75446,"Cambridge, MA"
42280,2130,Y,494700,2622,1900,0,2674,2.5,R,CL,G,F,14,6,1,1,S,1,S,W,N,1,G,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
42290,2136,Y,424700,7525,1955,1989,1729,1.5,R,CP,G,M,7,3,1,1,S,1,S,W,N,2,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42300,2132,Y,468000,5750,1937,2016,1576,2,R,CL,G,W,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42310,2136,Y,372700,5194,1935,0,2076,2,R,CL,G,W,8,4,1,0,M,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42320,2132,Y,478000,7448,1950,0,1431,1,R,SL,G,W,7,3,2,0,M,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42340,2130,Y,543500,5025,1929,2012,1838,2,R,CL,G,B,8,4,1,1,S,1,M,W,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
42350,2136,Y,351500,5497,1920,0,1512,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42360,2124,Y,372800,5200,1950,0,1289,1,R,RN,H,M,5,2,1,1,M,1,S,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42370,2136,Y,337400,5500,1960,0,1092,1,R,CP,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42380,2124,Y,312600,5250,1890,0,1362,2,R,CL,G,F,6,3,1,0,N,1,N,F,N,0,F,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42390,2136,Y,564500,6000,2006,NA,2688,2,R,CL,G,M,8,4,2,1,M,1,M,W,C,1,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42400,2130,Y,967800,8250,1935,1994,2163,2,R,CL,G,W,8,4,1,2,S,1,M,F,N,1,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
42410,2132,N,496600,6683,1950,2000,1775,1.5,R,CV,G,M,6,3,1,1,M,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42440,2132,Y,396800,6049,1953,1990,1373,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42450,2132,Y,386300,6396,1954,0,1201,1,R,CP,G,M,5,2,1,0,S,1,S,F,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42460,2132,Y,732400,4750,1913,1985,2862,2,R,CL,G,W,8,5,3,0,S,1,S,F,C,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42470,2132,Y,349000,4204,1956,0,1042,1,R,CP,G,W,6,2,1,0,S,1,M,F,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42480,2136,Y,418400,8658,1957,0,1800,2,R,CL,G,M,7,3,2,0,M,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42490,2136,Y,390100,5213,1960,2005,2240,2,R,CL,G,M,8,4,2,1,S,1,M,W,N,2,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42500,2136,Y,354900,4600,1910,1984,1814,2,R,CL,G,W,9,5,1,0,M,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42510,2132,Y,547400,6145,1942,2015,1224,1.5,R,CP,G,M,7,3,1,1,M,1,L,W,N,2,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42520,2132,Y,376700,5122,1951,0,792,1,R,CP,G,W,5,2,1,0,S,1,S,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42530,2131,Y,431100,3000,1910,2003,1632,2,R,CL,H,W,7,4,2,0,M,2,S,F,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42540,2136,Y,238300,4287,1910,0,730,1,R,CP,G,M,5,2,1,0,N,1,N,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42550,2130,Y,831900,4812,1910,NA,2240,2,R,CL,G,M,9,4,1,1,M,1,M,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
42560,2136,N,272600,6100,1900,0,1096,1.5,R,CL,G,W,7,3,1,0,M,1,S,W,N,0,F,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42570,2131,Y,319800,4032,1955,0,1414,1.5,R,CP,G,M,7,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42590,2124,Y,375600,6399,1860,0,1993,2,R,CL,G,M,7,4,1,1,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42610,2132,Y,453200,5616,1990,0,1584,2,R,CL,G,F,6,3,2,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42620,2132,Y,774700,10469,1950,2014,2240,2,R,CL,H,B,8,4,2,2,S,1,L,W,C,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42630,2132,Y,539400,5671,1937,0,1488,2,R,CL,G,M,7,3,1,1,M,1,M,F,N,1,A,G,G,N,G,02132,36314,13251,75446,"Cambridge, MA"
42640,2132,N,337800,4057,1910,2008,935,1.5,R,CV,G,F,6,3,1,1,M,1,M,W,C,0,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42650,2136,Y,335200,4600,1905,0,1912,2,R,CL,H,M,8,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42660,2131,N,487600,4620,1920,0,1849,1,R,BW,H,M,7,3,1,0,S,1,M,W,N,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
42680,2136,Y,315600,5000,1940,0,1488,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
42700,2136,Y,306700,3900,1950,0,1272,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42720,2132,Y,406600,6143,1940,0,1188,1,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42730,2132,N,361300,4977,1940,0,1075,1,R,CP,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42750,2124,Y,642000,7119,1918,2016,2627,2.5,R,CL,G,F,11,5,2,1,M,1,M,W,N,1,A,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42760,2131,N,245100,7332,1961,0,1232,1,R,RN,G,M,7,3,1,0,S,1,S,W,N,2,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42770,2124,Y,293600,1460,1900,0,1481,2,R,RE,F,B,5,3,2,0,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42800,2124,Y,361300,4800,1935,0,1684,2,R,CL,G,W,7,3,1,1,N,1,S,F,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42820,2136,Y,360400,4500,1940,0,864,1,R,CP,G,M,5,4,1,0,M,1,M,F,N,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42850,2132,Y,542300,6576,2003,NA,1966,2,R,CL,G,M,10,3,3,1,S,1,M,F,C,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42860,2132,Y,671700,8369,1932,2007,2612,2,R,CL,G,W,11,4,2,1,M,1,M,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
42870,2132,Y,399800,4174,1960,0,1872,1.5,R,CP,G,A,6,3,1,1,S,1,S,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42880,2131,Y,508664,12203,1900,2014,2225,2,R,CL,G,M,9,4,2,1,M,1,M,F,C,0,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
42890,2132,Y,369600,6000,1967,0,1726,1,R,RR,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
42900,2136,Y,356500,4000,1955,2001,1363,1.5,R,CP,S,W,6,3,1,1,S,1,M,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42910,2131,Y,423300,5800,1886,0,1188,2,R,CL,G,U,5,3,2,0,N,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42920,2136,Y,476100,5000,2001,NA,1872,2,R,CL,G,M,8,4,2,1,M,1,M,W,C,1,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42930,2136,Y,276400,5000,1910,0,1488,2,R,CL,G,M,8,3,1,1,S,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
42950,2124,Y,282700,6698,1900,2002,1115,1.5,R,CP,G,F,6,3,1,0,M,1,M,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
42970,2131,Y,408800,3759,1910,1955,1745,2,R,CL,H,F,7,4,1,1,N,1,N,F,N,1,F,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
42980,2136,N,318300,3409,1910,0,1400,2,R,CL,G,B,6,3,1,0,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43010,2124,Y,385400,3802,1920,0,1417,2,R,CL,G,F,8,4,1,1,S,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43020,2136,Y,488400,6496,2005,NA,1729,2,R,CL,H,M,6,3,1,1,M,1,M,F,C,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43030,2136,Y,273100,5000,1950,0,1104,1,R,CP,L,M,7,3,1,0,S,1,M,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43040,2132,Y,355200,3926,1958,0,1344,1,R,CP,G,A,6,3,1,1,S,1,S,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43050,2136,Y,364400,5973,1889,1950,2350,2,R,CL,G,A,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43060,2124,Y,558200,5905,1930,0,1942,2,R,CL,H,B,9,4,1,1,S,1,S,W,N,1,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43070,2136,Y,364000,5000,1955,0,1326,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
43080,2131,Y,367300,4032,1950,0,1075,1,R,CP,G,M,6,3,1,1,S,1,N,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43100,2131,N,462600,5227,1910,0,1427,2,R,CL,G,M,6,3,1,0,M,1,S,F,N,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
43120,2124,Y,236200,1765,1993,0,1464,2,R,SD,H,M,6,3,2,0,M,1,M,W,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43130,2130,Y,614000,3447,2006,NA,2150,2.5,R,CL,G,F,5,3,2,1,M,1,M,F,C,1,G,G,G,N,F,02130,35401,10618,75730,"Jamaica Plain, MA"
43140,2124,Y,288700,3600,1880,0,1492,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43150,2124,Y,436700,3000,1927,0,1168,1.5,R,CV,G,W,6,2,1,1,M,1,M,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43170,2132,Y,422300,3786,1966,2012,1323,2,R,CL,G,W,6,3,1,1,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43180,2136,Y,368700,5000,1930,0,1620,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43210,2131,N,358000,3000,1920,0,1248,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43260,2132,Y,874100,10730,1910,2015,2891,2,R,CL,H,W,9,5,2,1,M,1,S,W,N,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43270,2124,N,384700,11530,2016,0,2293,2.5,R,CL,G,C,6,4,2,0,M,1,M,F,C,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43280,2130,N,507700,4740,1925,2001,1868,2,R,CL,G,W,9,4,1,1,S,1,M,W,N,2,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
43300,2136,Y,270200,11714,1960,0,816,1,R,RN,G,M,4,1,1,0,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43310,2132,Y,537500,6763,1970,0,2192,2,R,CN,S,M,7,3,2,1,M,1,S,E,C,1,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43330,2136,Y,369900,5956,1956,2014,1458,1,R,RR,G,M,7,3,2,0,M,1,M,F,C,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43350,2124,Y,1019300,12520,1885,2016,4720,2.5,R,VT,G,W,11,5,2,1,M,1,S,W,N,5,G,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43360,2132,Y,574300,4622,1925,1980,2303,2,R,CL,G,F,7,3,2,1,S,1,N,W,C,2,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43370,2132,Y,365800,6672,1880,0,924,1,R,BW,G,U,5,2,1,0,N,1,N,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43380,2130,Y,442600,3308,1914,0,1120,1.5,R,SD,G,B,6,3,1,0,S,1,S,F,N,1,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
43400,2132,Y,549600,4680,1895,0,1950,2,R,CL,G,M,6,2,2,1,S,1,M,W,N,0,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43420,2132,Y,477000,6233,1933,0,1924,2,R,CL,L,W,9,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43440,2132,Y,366400,4100,1956,0,1852,1,R,RN,G,A,6,2,2,0,S,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43450,2124,N,417600,6870,1900,0,1382,1.5,R,CV,G,A,7,3,1,0,S,1,S,F,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43460,2136,N,221300,2767,1950,1989,1090,1,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43480,2132,Y,442500,5900,1960,1973,1357,1,R,CP,G,W,7,4,2,0,M,1,M,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43500,2132,Y,537700,3588,1900,2013,1770,2,R,CL,L,M,10,3,1,1,M,1,M,F,C,1,G,A,G,N,F,02132,36314,13251,75446,"Cambridge, MA"
43510,2132,Y,406900,4430,1934,2007,1436,1,R,BW,G,M,7,4,2,0,S,1,S,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43550,2124,Y,515100,2966,1892,2009,1766,2,R,VT,H,W,8,4,1,1,M,1,M,W,N,1,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43560,2136,Y,478100,6260,2007,NA,1408,1,R,RN,G,M,8,3,3,0,M,1,M,F,C,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43570,2131,Y,391300,5000,1925,0,1149,1.5,R,CP,G,M,6,2,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43580,2132,Y,375400,4200,1960,0,1710,2,R,CL,G,W,10,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43610,2124,Y,297600,5000,1890,0,1949,2,R,CL,M,P,9,5,1,1,S,1,S,F,N,1,F,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43650,2131,Y,474300,7000,1904,0,1396,2,R,CV,L,W,7,4,1,1,S,1,S,W,N,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
43660,2131,Y,267100,1366,1988,0,1080,2,R,RM,G,M,5,3,1,1,S,1,S,E,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43700,2131,Y,362300,3064,1960,0,1109,1,R,CP,G,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43710,2124,Y,247800,4923,1960,2004,1176,2,R,CL,G,W,6,3,1,1,M,1,M,W,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43720,2132,Y,499700,5000,1953,0,1812,2,R,CL,H,W,8,4,2,0,M,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43730,2131,Y,503100,7760,1958,2001,1533,1,R,SL,G,W,7,3,1,1,S,1,M,W,C,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43750,2132,Y,300700,4380,1940,0,936,1,R,RN,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43760,2136,Y,290100,4400,1910,0,1915,2,R,CL,H,M,7,3,1,1,N,1,N,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43770,2131,Y,390700,5000,1955,1975,1459,2,R,CL,G,W,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43780,2136,Y,255000,4531,1945,0,1048,1,R,RN,G,M,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43800,2130,Y,739800,15679,1964,0,1978,1,R,SL,G,V,7,3,2,1,S,1,S,W,N,2,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
43810,2132,Y,553300,6490,1955,2011,1888,1.5,R,CP,G,M,7,3,2,0,M,1,M,F,C,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43820,2136,Y,327700,6056,1925,0,1536,2,R,CL,G,W,7,3,1,1,N,1,S,W,N,1,F,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43830,2130,Y,655200,5467,1899,2005,1686,2,R,CL,G,F,7,2,2,0,S,1,M,W,N,1,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
43840,2124,Y,320800,4908,1935,0,1822,2,R,CL,G,W,10,4,1,1,N,1,N,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43870,2124,Y,550600,6996,1910,2007,1958,2,R,CL,M,M,7,4,2,1,S,1,M,W,C,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
43880,2136,Y,354600,6250,1950,0,1008,1,R,CP,G,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43900,2132,Y,404700,10294,1943,0,1346,1.5,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43910,2132,Y,382000,5350,1951,2010,1035,1.5,R,CP,G,W,5,2,1,0,M,1,M,W,N,1,F,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
43920,2130,Y,765800,5403,1870,1989,1918,2,R,CL,G,F,10,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
43940,2132,Y,500300,4960,1927,0,1625,2,R,CL,L,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43950,2132,Y,421200,3400,1920,0,1632,2,R,CL,G,M,9,4,1,1,S,1,S,F,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
43960,2136,Y,363400,5000,1960,2013,1885,1.5,R,CP,G,W,6,3,2,0,S,1,M,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
43970,2131,Y,454000,5992,1960,0,1114,1,R,RN,G,B,6,2,2,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
43990,2132,Y,467700,5000,1927,1978,1248,2,R,CL,H,M,6,3,1,1,M,1,M,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44010,2124,Y,367900,6266,1925,0,1856,2,R,CL,H,M,8,4,1,1,S,1,S,W,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44050,2132,Y,735600,7332,2007,NA,2780,2,R,CL,G,F,8,4,2,1,M,1,M,F,C,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44060,2132,N,466500,4308,1935,0,1597,1.5,R,BW,G,M,10,5,2,1,S,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44110,2131,N,562400,5900,1920,1992,1778,2,R,CL,H,W,8,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44120,2132,Y,367000,3480,1920,0,1188,2,R,CL,L,W,6,3,1,0,S,1,S,F,C,0,A,A,A,N,F,02132,36314,13251,75446,"Cambridge, MA"
44140,2130,Y,520900,3076,1910,0,2211,2,R,CV,G,A,8,3,1,0,S,1,N,F,N,0,F,F,F,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
44150,2130,Y,581000,3970,1900,0,1822,2,R,CL,G,P,8,4,1,0,S,1,S,F,N,0,F,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
44160,2136,Y,407600,5840,1895,0,2666,2,R,CL,H,M,10,5,1,1,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
