years_experince,company_name,job_title,degree,predict_proba,predict_status,income_level
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
3.0,Facebook,Business Analyst,PHD,0.006446703624616244,0,< 200K
7.0,Facebook,Full-Stack Developer,MS,0.33976935186272045,0,< 200K
8.0,Amazon,Business Analyst,PHD,0.16805449369402067,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,< 200K
7.0,Facebook,Full-Stack Developer,Other,0.4115023162214166,0,< 200K
8.0,Amazon,Software Architect,Other,0.9790532805936638,1,>= 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,>= 200K
17.0,Netflix,Data Scientist,MS,0.998688175833503,1,>= 200K
9.0,Facebook,Data Scientist,Other,0.01294502008769835,0,< 200K
14.0,Amazon,Full-Stack Developer,PHD,0.9915472892308579,1,>= 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
6.0,Amazon,Full-Stack Developer,MS,0.16586840188983043,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,>= 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
14.0,Netflix,Full-Stack Developer,PHD,0.9991214165174643,1,>= 200K
4.0,Facebook,Software Architect,PHD,0.018235592393710174,0,< 200K
9.0,Facebook,Full-Stack Developer,PHD,0.02165432064583544,0,>= 200K
14.0,Amazon,Data Scientist,PHD,0.9951673944134481,1,>= 200K
8.0,Google,Data Scientist,Other,0.0340135429936176,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
6.0,Facebook,Data Scientist,MS,0.009704664379836104,0,< 200K
2.0,Facebook,Business Analyst,PHD,0.006376882157548665,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
6.0,Google,Business Analyst,Other,0.9779127490577579,1,>= 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
13.0,Netflix,Full-Stack Developer,PHD,0.998641911499253,1,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
4.0,Facebook,Full-Stack Developer,MS,0.3177924079588011,0,< 200K
14.0,Netflix,Data Scientist,PHD,0.9994703648432436,1,>= 200K
11.0,Netflix,Full-Stack Developer,Bachelors,0.9946201530822067,1,>= 200K
7.0,Amazon,Full-Stack Developer,PHD,0.05849264249853959,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
3.0,Facebook,Full-Stack Developer,Other,0.47778057593088846,0,>= 200K
8.0,Facebook,Cloud Architect,Other,0.01024581705806851,0,< 200K
3.0,Facebook,Business Analyst,PHD,0.006446703624616244,0,< 200K
11.0,Amazon,Full-Stack Developer,PHD,0.8448537227749927,1,>= 200K
12.0,Netflix,Full-Stack Developer,PHD,0.9969363686852716,1,>= 200K
5.0,Facebook,Business Analyst,Other,0.3959553964929995,0,>= 200K
7.0,Facebook,Full-Stack Developer,MS,0.33976935186272045,0,< 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,< 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
7.0,Google,Full-Stack Developer,MS,0.6287367840160301,1,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
9.0,Amazon,Data Scientist,PHD,0.1792186260978026,0,< 200K
15.0,Netflix,Full-Stack Developer,PHD,0.9992034448072309,1,>= 200K
9.0,Facebook,Full-Stack Developer,Other,0.4786017608694411,0,< 200K
14.0,Amazon,Data Scientist,PHD,0.9951673944134481,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
13.0,Amazon,Full-Stack Developer,Bachelors,0.9981698745800998,1,>= 200K
7.0,Amazon,Business Analyst,PHD,0.05849264249853959,0,< 200K
16.0,Netflix,Data Scientist,PHD,0.99953636395458,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
8.0,Netflix,Full-Stack Developer,Bachelors,0.9608742518176172,1,>= 200K
8.0,Facebook,Cloud Architect,Other,0.01024581705806851,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
9.0,Facebook,Data Scientist,Other,0.01294502008769835,0,< 200K
10.0,Facebook,Full-Stack Developer,PHD,0.08606156725739308,0,< 200K
13.0,Amazon,Full-Stack Developer,PHD,0.9832980602920348,1,>= 200K
15.0,Amazon,Data Scientist,MS,0.992853583295027,1,>= 200K
3.0,Amazon,Full-Stack Developer,MS,0.051190318989119785,0,< 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
4.0,Amazon,Full-Stack Developer,MS,0.09279092368659168,0,< 200K
5.0,Amazon,Data Scientist,MS,0.00876641242115702,0,< 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
6.0,Facebook,Business Analyst,Bachelors,0.12277098879829021,0,< 200K
10.0,Facebook,Business Analyst,MS,0.40120528744400025,0,< 200K
10.0,Amazon,Business Analyst,MS,0.816487606458954,1,>= 200K
9.0,Amazon,Data Scientist,MS,0.07451483080702798,0,< 200K
5.0,Amazon,Full-Stack Developer,MS,0.11558222594745687,0,< 200K
5.0,Facebook,Full-Stack Developer,PHD,0.0064831361748327945,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
9.0,Facebook,Full-Stack Developer,MS,0.4081414238005091,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
8.0,Facebook,Data Scientist,MS,0.008234953154796191,0,< 200K
12.0,Netflix,Full-Stack Developer,PHD,0.9969363686852716,1,>= 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
11.0,Facebook,Business Analyst,PHD,0.21502551978765128,0,< 200K
8.0,Facebook,Data Scientist,MS,0.008234953154796191,0,< 200K
13.0,Amazon,Full-Stack Developer,PHD,0.9832980602920348,1,>= 200K
13.0,Netflix,Data Scientist,PHD,0.9991811494720071,1,>= 200K
7.0,Facebook,Cloud Architect,Other,0.009044126281374777,0,< 200K
13.0,Amazon,Full-Stack Developer,PHD,0.9832980602920348,1,>= 200K
5.0,Amazon,Software Architect,PHD,0.006434944434726811,0,< 200K
7.0,Facebook,Business Analyst,MS,0.33976935186272045,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
8.0,Facebook,Full-Stack Developer,Other,0.4261711344626752,0,< 200K
12.0,Amazon,Full-Stack Developer,PHD,0.9513581997231405,1,>= 200K
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
4.0,Amazon,Full-Stack Developer,MS,0.09279092368659168,0,< 200K
9.0,Facebook,Full-Stack Developer,MS,0.4081414238005091,0,< 200K
1.0,Facebook,Business Analyst,PHD,0.00691200941742433,0,< 200K
2.0,Amazon,Business Analyst,Other,0.515573984437874,1,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
8.0,Amazon,Business Analyst,MS,0.5320011857644118,1,>= 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
5.0,Facebook,Data Scientist,MS,0.009556149484834615,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,< 200K
12.0,Amazon,Full-Stack Developer,PHD,0.9513581997231405,1,>= 200K
8.0,Facebook,Full-Stack Developer,MS,0.36509769840123146,0,< 200K
14.0,Amazon,Data Scientist,MS,0.9921228089610583,1,>= 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
8.0,Facebook,Business Analyst,PHD,0.011504402275910508,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
10.0,Facebook,Business Analyst,MS,0.40120528744400025,0,>= 200K
8.0,Facebook,Business Analyst,Other,0.4261711344626752,0,>= 200K
14.0,Amazon,Data Scientist,MS,0.9921228089610583,1,>= 200K
7.0,Google,Data Scientist,MBA,0.0028753100944630947,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
10.0,Amazon,Software Architect,PHD,0.28327630666644205,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,< 200K
8.0,Facebook,Data Scientist,MS,0.008234953154796191,0,< 200K
13.0,Netflix,Full-Stack Developer,PHD,0.998641911499253,1,>= 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
4.0,Facebook,Full-Stack Developer,MS,0.3177924079588011,0,< 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,>= 200K
11.0,Amazon,Full-Stack Developer,PHD,0.8448537227749927,1,>= 200K
3.0,Facebook,Full-Stack Developer,MS,0.34702260364836074,0,< 200K
9.0,Facebook,Business Analyst,Other,0.4786017608694411,0,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
17.0,Amazon,Data Scientist,PHD,0.995771396434251,1,>= 200K
9.0,Facebook,Data Scientist,MS,0.0105346741032229,0,< 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
10.0,Amazon,Software Architect,PHD,0.28327630666644205,0,< 200K
10.0,Facebook,Business Analyst,PHD,0.08606156725739308,0,< 200K
12.0,Netflix,Data Scientist,PHD,0.9981612569000063,1,>= 200K
8.0,Facebook,Full-Stack Developer,MS,0.36509769840123146,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
9.0,Facebook,Business Analyst,MS,0.4081414238005091,0,>= 200K
8.0,Facebook,Full-Stack Developer,Other,0.4261711344626752,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
8.0,Facebook,Full-Stack Developer,MS,0.36509769840123146,0,< 200K
10.0,Google,Data Scientist,Other,0.040959523312590104,0,< 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,< 200K
9.0,Facebook,Data Scientist,Other,0.01294502008769835,0,< 200K
15.0,Amazon,Full-Stack Developer,PHD,0.9923310423569667,1,>= 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
12.0,Amazon,Full-Stack Developer,PHD,0.9513581997231405,1,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
13.0,Facebook,Data Scientist,MS,0.6289990622870376,1,>= 200K
8.0,Facebook,Software Architect,Other,0.9422258634433225,1,>= 200K
11.0,Netflix,Full-Stack Developer,Bachelors,0.9946201530822067,1,>= 200K
8.0,Facebook,Full-Stack Developer,MS,0.36509769840123146,0,< 200K
1.0,Amazon,Full-Stack Developer,Other,0.4043900614381426,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
4.0,Facebook,Business Analyst,Other,0.4153326578442989,0,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
14.0,Amazon,Full-Stack Developer,PHD,0.9915472892308579,1,>= 200K
13.0,Netflix,Data Scientist,PHD,0.9991811494720071,1,>= 200K
4.0,Facebook,Business Analyst,Other,0.4153326578442989,0,< 200K
13.0,Netflix,Data Scientist,PHD,0.9991811494720071,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
5.0,Amazon,Full-Stack Developer,MS,0.11558222594745687,0,< 200K
5.0,Facebook,Full-Stack Developer,MS,0.30089428436781307,0,< 200K
9.0,Facebook,Data Scientist,Other,0.01294502008769835,0,< 200K
5.0,Facebook,Business Analyst,MBA,0.04593169572238013,0,< 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,>= 200K
4.0,Amazon,Business Analyst,MS,0.09279092368659168,0,< 200K
6.0,Google,Data Scientist,MBA,0.004286111620550086,0,< 200K
11.0,Facebook,Full-Stack Developer,PHD,0.21502551978765128,0,< 200K
13.0,Amazon,Full-Stack Developer,PHD,0.9832980602920348,1,>= 200K
8.0,Amazon,Data Scientist,MS,0.034945993023156895,0,< 200K
6.0,Amazon,Full-Stack Developer,MS,0.16586840188983043,0,< 200K
14.0,Amazon,Data Scientist,PHD,0.9951673944134481,1,>= 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
8.0,Facebook,Business Analyst,PHD,0.011504402275910508,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
11.0,Amazon,Full-Stack Developer,PHD,0.8448537227749927,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
9.0,Facebook,Full-Stack Developer,PHD,0.02165432064583544,0,< 200K
6.0,Facebook,Full-Stack Developer,PHD,0.007324414495097149,0,< 200K
10.0,Amazon,Full-Stack Developer,PHD,0.6521454843826083,1,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
10.0,Facebook,Data Scientist,Other,0.027971189919480936,0,< 200K
4.0,Amazon,Full-Stack Developer,Other,0.7376515885709404,1,< 200K
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
5.0,Amazon,Full-Stack Developer,MS,0.11558222594745687,0,< 200K
5.0,Google,Full-Stack Developer,Other,0.9621991501322846,1,>= 200K
6.0,Amazon,Full-Stack Developer,MS,0.16586840188983043,0,< 200K
9.0,Facebook,Cloud Architect,Other,0.013495809276936867,0,< 200K
8.0,Facebook,Business Analyst,PHD,0.011504402275910508,0,< 200K
9.0,Amazon,Business Analyst,PHD,0.28036714952175446,0,< 200K
3.0,Facebook,Business Analyst,PHD,0.006446703624616244,0,< 200K
10.0,Amazon,Business Analyst,PHD,0.6521454843826083,1,< 200K
7.0,Facebook,Cloud Architect,MS,0.01017466656347469,0,< 200K
5.0,Facebook,Business Analyst,Other,0.3959553964929995,0,>= 200K
8.0,Facebook,Business Analyst,MS,0.36509769840123146,0,< 200K
2.0,Facebook,Business Analyst,PHD,0.006376882157548665,0,< 200K
15.0,Amazon,Data Scientist,PHD,0.9956169675377643,1,>= 200K
7.0,Facebook,Full-Stack Developer,MS,0.33976935186272045,0,< 200K
8.0,Facebook,Data Scientist,MS,0.008234953154796191,0,< 200K
3.0,Facebook,Software Architect,PHD,0.007303956945911118,0,< 200K
8.0,Facebook,Data Scientist,MS,0.008234953154796191,0,< 200K
7.0,Facebook,Full-Stack Developer,MS,0.33976935186272045,0,< 200K
8.0,Facebook,Software Architect,Other,0.9422258634433225,1,>= 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
7.0,Amazon,Full-Stack Developer,MS,0.2385093468227313,0,< 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
13.0,Amazon,Data Scientist,MS,0.9879009898835017,1,>= 200K
9.0,Facebook,Business Analyst,PHD,0.02165432064583544,0,< 200K
7.0,Facebook,Full-Stack Developer,PHD,0.008085297696977302,0,< 200K
6.0,Amazon,Business Analyst,Other,0.8555175333919135,1,>= 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
5.0,Amazon,Full-Stack Developer,MS,0.11558222594745687,0,< 200K
7.0,Facebook,Business Analyst,MS,0.33976935186272045,0,>= 200K
9.0,Facebook,Software Architect,Other,0.9556594715680538,1,>= 200K
3.0,Facebook,Full-Stack Developer,Other,0.47778057593088846,0,< 200K
8.0,Facebook,Full-Stack Developer,MS,0.36509769840123146,0,< 200K
17.0,Netflix,Data Scientist,PHD,0.9995368114781651,1,>= 200K
8.0,Amazon,Software Architect,PHD,0.030727921700058922,0,< 200K
4.0,Facebook,Full-Stack Developer,MS,0.3177924079588011,0,< 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
9.0,Google,Business Analyst,Other,0.9373224512118026,1,>= 200K
6.0,Amazon,Data Scientist,MS,0.011168407854027165,0,< 200K
12.0,Netflix,Data Scientist,PHD,0.9981612569000063,1,>= 200K
7.0,Facebook,Full-Stack Developer,Other,0.4115023162214166,0,< 200K
6.0,Facebook,Full-Stack Developer,PHD,0.007324414495097149,0,< 200K
6.0,Amazon,Business Analyst,Other,0.8555175333919135,1,>= 200K
9.0,Facebook,Business Analyst,MS,0.4081414238005091,0,>= 200K
12.0,Facebook,Full-Stack Developer,MS,0.5255829750506802,1,< 200K
6.0,Google,Business Analyst,Other,0.9779127490577579,1,>= 200K
9.0,Facebook,Data Scientist,MS,0.0105346741032229,0,< 200K
7.0,Facebook,Full-Stack Developer,Other,0.4115023162214166,0,< 200K
7.0,Facebook,Data Scientist,MS,0.009037461022474708,0,< 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,< 200K
10.0,Facebook,Full-Stack Developer,PHD,0.08606156725739308,0,< 200K
19.0,Netflix,Cloud Architect,MS,0.9957117777617397,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
3.0,Amazon,Business Analyst,MS,0.051190318989119785,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
9.0,Facebook,Business Analyst,PHD,0.02165432064583544,0,< 200K
6.0,Google,Business Analyst,Other,0.9779127490577579,1,>= 200K
8.0,Facebook,Full-Stack Developer,PHD,0.011504402275910508,0,< 200K
3.0,Facebook,Business Analyst,PHD,0.006446703624616244,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
5.0,Facebook,Business Analyst,Other,0.3959553964929995,0,>= 200K
4.0,Amazon,Full-Stack Developer,MS,0.09279092368659168,0,>= 200K
4.0,Facebook,Data Scientist,Other,0.009965040673342277,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
10.0,Amazon,Full-Stack Developer,PHD,0.6521454843826083,1,>= 200K
10.0,Facebook,Business Analyst,PHD,0.08606156725739308,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
5.0,Amazon,Full-Stack Developer,MS,0.11558222594745687,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
3.0,Amazon,Software Architect,Bachelors,0.004869946151348621,0,< 200K
8.0,Google,Data Scientist,MBA,0.002345918765998736,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
9.0,Amazon,Business Analyst,MS,0.693715787650731,1,>= 200K
6.0,Amazon,Business Analyst,MS,0.16586840188983043,0,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
10.0,Facebook,Full-Stack Developer,MS,0.40120528744400025,0,< 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,>= 200K
7.0,Amazon,Full-Stack Developer,MS,0.2385093468227313,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,>= 200K
6.0,Facebook,Full-Stack Developer,MS,0.32190984557352614,0,>= 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
13.0,Netflix,Data Scientist,PHD,0.9991811494720071,1,>= 200K
7.0,Facebook,Full-Stack Developer,MS,0.33976935186272045,0,< 200K
16.0,Netflix,Data Scientist,MS,0.9986869094520974,1,>= 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
9.0,Facebook,Data Scientist,Other,0.01294502008769835,0,< 200K
12.0,Netflix,Full-Stack Developer,PHD,0.9969363686852716,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
8.0,Facebook,Data Scientist,Other,0.009826344943238422,0,< 200K
14.0,Amazon,Full-Stack Developer,PHD,0.9915472892308579,1,>= 200K
10.0,Amazon,Business Analyst,PHD,0.6521454843826083,1,< 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
4.0,Amazon,Business Analyst,Other,0.7376515885709404,1,>= 200K
7.0,Amazon,Data Scientist,MS,0.01419246219842352,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
6.0,Facebook,Data Scientist,MS,0.009704664379836104,0,< 200K
11.0,Facebook,Full-Stack Developer,PHD,0.21502551978765128,0,< 200K
7.0,Facebook,Data Scientist,MS,0.009037461022474708,0,< 200K
12.0,Amazon,Data Scientist,PHD,0.9718438122280691,1,>= 200K
9.0,Facebook,Business Analyst,MS,0.4081414238005091,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
9.0,Facebook,Full-Stack Developer,PHD,0.02165432064583544,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,>= 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
5.0,Facebook,Full-Stack Developer,MS,0.30089428436781307,0,< 200K
4.0,Amazon,Software Architect,Bachelors,0.005400321362069716,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
11.0,Amazon,Full-Stack Developer,PHD,0.8448537227749927,1,>= 200K
8.0,Amazon,Business Analyst,PHD,0.16805449369402067,0,< 200K
7.0,Amazon,Business Analyst,Other,0.8956342315507394,1,>= 200K
5.0,Amazon,Business Analyst,Other,0.7909212151528567,1,>= 200K
8.0,Facebook,Business Analyst,PHD,0.011504402275910508,0,< 200K
7.0,Facebook,Business Analyst,Other,0.4115023162214166,0,>= 200K
9.0,Facebook,Business Analyst,PHD,0.02165432064583544,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
7.0,Facebook,Business Analyst,PHD,0.008085297696977302,0,< 200K
5.0,Facebook,Full-Stack Developer,PHD,0.0064831361748327945,0,< 200K
7.0,Facebook,Data Scientist,Other,0.010369032311892939,0,< 200K
5.0,Facebook,Software Architect,PHD,0.013280045195981575,0,< 200K
8.0,Facebook,Full-Stack Developer,Other,0.4261711344626752,0,< 200K
13.0,Facebook,Data Scientist,MS,0.6289990622870376,1,>= 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,< 200K
3.0,Facebook,Business Analyst,Other,0.47778057593088846,0,>= 200K
4.0,Facebook,Business Analyst,Bachelors,0.06826901966614612,0,< 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
7.0,Amazon,Business Analyst,PHD,0.05849264249853959,0,< 200K
6.0,Facebook,Data Scientist,MBA,0.006952295479019354,0,< 200K
11.0,Amazon,Full-Stack Developer,Bachelors,0.9892224057113441,1,>= 200K
5.0,Amazon,Business Analyst,MS,0.11558222594745687,0,< 200K
9.0,Facebook,Data Scientist,MS,0.0105346741032229,0,< 200K
5.0,Facebook,Business Analyst,Other,0.3959553964929995,0,>= 200K
10.0,Facebook,Business Analyst,PHD,0.08606156725739308,0,< 200K
4.0,Facebook,Data Scientist,Other,0.009965040673342277,0,< 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
5.0,Amazon,Full-Stack Developer,PHD,0.027299808995444458,0,< 200K
5.0,Facebook,Data Scientist,Other,0.007766258112457492,0,< 200K
16.0,Amazon,Data Scientist,PHD,0.9957673262470512,1,>= 200K
17.0,Netflix,Data Scientist,PHD,0.9995368114781651,1,>= 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
4.0,Facebook,Business Analyst,PHD,0.00753204000158028,0,< 200K
2.0,Facebook,Business Analyst,PHD,0.006376882157548665,0,< 200K
5.0,Amazon,Business Analyst,Bachelors,0.1212572115205019,0,< 200K
12.0,Facebook,Software Architect,MS,0.9871722175463767,1,>= 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
8.0,Amazon,Business Analyst,MS,0.5320011857644118,1,>= 200K
9.0,Facebook,Full-Stack Developer,MS,0.4081414238005091,0,< 200K
6.0,Facebook,Business Analyst,PHD,0.007324414495097149,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
9.0,Facebook,Business Analyst,PHD,0.02165432064583544,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
8.0,Facebook,Business Analyst,MS,0.36509769840123146,0,>= 200K
4.0,Facebook,Full-Stack Developer,Other,0.4153326578442989,0,>= 200K
6.0,Amazon,Software Architect,Bachelors,0.004160333530728712,0,< 200K
8.0,Amazon,Business Analyst,PHD,0.16805449369402067,0,< 200K
8.0,Amazon,Full-Stack Developer,PHD,0.16805449369402067,0,>= 200K
7.0,Facebook,Full-Stack Developer,Other,0.4115023162214166,0,< 200K
9.0,Google,Cloud Architect,Other,0.013629506729992793,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
5.0,Facebook,Full-Stack Developer,Other,0.3959553964929995,0,< 200K
8.0,Amazon,Data Scientist,MS,0.034945993023156895,0,< 200K
6.0,Facebook,Data Scientist,MS,0.009704664379836104,0,< 200K
6.0,Facebook,Business Analyst,Other,0.4042832469557409,0,>= 200K
6.0,Facebook,Full-Stack Developer,Other,0.4042832469557409,0,< 200K
7.0,Amazon,Full-Stack Developer,MS,0.2385093468227313,0,< 200K
4.0,Amazon,Software Architect,Bachelors,0.005400321362069716,0,< 200K
9.0,Facebook,Full-Stack Developer,MS,0.4081414238005091,0,< 200K
2.0,Facebook,Full-Stack Developer,Other,0.5251767138097087,1,< 200K
6.0,Facebook,Data Scientist,Other,0.009372971823965093,0,< 200K
5.0,Facebook,Business Analyst,PHD,0.0064831361748327945,0,< 200K
9.0,Amazon,Business Analyst,PHD,0.28036714952175446,0,< 200K
